DIRECTORIO,TIP_FOR,P1,P1S1,P2,P2S1,P5,CTL_1,P8R,P9,P10R,P11,P12,P13,P15,P16S1,P16S2,P16S3,P16S4,P16S5,P16S6,P16S7,P16S8,P16S9,P17,P17S1,P17S2,P17S3,P17S4,P17S5,P17S6,P17S7,P17S8,P17S9,P17S10,P18,P19,P20,P20S1,P20S2,P20S3,P20S4,P20S5,P20S1A1,P20S2A1,P20S3A1,P20S4A1,P20S5A1,P21,P22,P23,P23S1R,P23S2,P24,P25,P26,P26S1,P26S2,P26S3,P26S4,P26S5,P26S6,P26_1,P26_2S1,P26_2S2,P26_2S3,P26_2S4,P26_2S5,P26_2S6,P26_2S7,P26_2S8,P27,P28R,P29,P30,P30S1,P30S2,P30S3,P30S4,P30S5,P30S6,P30S7,P30S8,P30S9,P30S1A1R,P30S2A1R,P30S3A1R,P30S4A1R,P30S5A1R,P30S6A1R,P30S7A1R,P30S8A1R,P30S9A1R,P30_1,P30_2,P31,P32,P32S1,P32S2,P32S3,P32S4,P32S5,P32S6,P32S7,P32S8,P33,P33S1,P33S2,P33S3,P33S4,P33S5,P33S6,P33_1,P33_2,P33_2S1,P33_2S2,P33_2S3,P33_2S4,P33_2S5,P34,P35,P36R,P37S1,P37S2,P37S3,P37S4,P37S5,P37S6,P37S7,COMPLETA
4944,2,66,66001,1,03,1,1,25,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,0,1,1,,1,2,2,2,2,2,1,,1,,,,,,,1,4,1,,2,2,2,2,2,1,1,2,2,,,,,,20,23,,,6,1,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,1,2,2,2,2,1,,,,,,,,,,1
4945,2,66,66001,1,03,1,1,45,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,6,,4,0,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4946,2,73,73001,1,11,1,1,38,1,5,1,1,1,6,4,4,4,2,4,2,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,9,,30,0,8,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,30,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,1,2,1,1,,,,,,,,,,1
4947,2,47,47001,1,02,2,1,41,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,13,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,6,,2,2,1,2,2,2,2,2,2,,,17,,,,,,,3,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,2,,,,,,,,,,1
4948,2,73,73001,1,11,2,1,75,1,3,1,1,2,6,4,4,4,2,1,2,2,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,11,,20,0,6,9,,2,1,2,2,2,2,2,,1,1,,,,,,2,8,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4949,2,44,44001,1,08,2,1,40,1,3,2,1,3,6,4,4,3,4,4,4,4,4,3,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,5,0,10,1,,2,2,2,2,1,2,5,,1,1,,,,,1,1,3,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4951,2,66,66001,1,03,2,1,48,1,3,1,1,3,6,2,4,3,4,4,4,4,3,3,1,,,,,,,,,1,,11,,,2,2,2,2,2,,,,,,2,1,,37,0,10,9,,2,2,1,2,2,2,3,,1,1,1,,1,1,,1,1,1,,2,1,1,1,2,1,2,2,2,,15,15,15,,15,,,,4,3,1,1,,,,,,,,,,2,2,2,2,2,2,1,,2,1,2,2,2,1,,,,,,,,,,1
4952,2,66,66001,1,03,1,1,38,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,20,0,2,9,,2,2,1,2,2,2,3,,1,1,,,,,,1,2,4,,2,2,1,1,1,1,2,2,2,,,20,25,25,24,,,,4,2,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4953,2,66,66001,1,03,1,1,60,1,3,2,1,1,6,4,4,3,4,4,3,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,7,0,5,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,1,2,,,,,,,,1,,2,1,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4954,2,13,13001,1,01,1,1,56,1,3,1,1,1,5,4,4,3,4,4,4,4,4,4,1,,,,,,,,,1,,10,,,2,2,2,2,2,,,,,,1,1,,18,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,2,6,,2,2,2,2,2,1,2,2,2,,,,,,15,,,,6,1,1,2,,,1,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4955,2,13,13001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,40,,,,,1,,,1
4956,2,73,73001,1,11,1,1,21,1,5,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,2,,0,4,1,1,,1,2,2,2,2,2,1,,1,,,,,,,2,8,4,,1,1,1,2,1,1,1,1,1,15,15,15,,15,15,15,15,15,6,1,2,,,,,,,,,,,1,2,1,2,2,2,1,,1,1,1,1,1,1,,,,,,,,,,1
4957,2,44,44001,1,08,2,1,42,1,5,3,1,3,6,4,4,4,4,3,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,10,,1,0,4,9,,2,2,2,2,1,1,5,,1,,,,,,,1,3,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4958,2,66,66001,1,09,1,1,43,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,20,11,5,1,,2,2,2,2,2,2,,,,,,,,,,1,8,4,,1,2,1,1,2,2,2,2,2,15,,15,15,,,,,,4,,1,2,,,,,,,1,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4959,2,13,13001,1,01,1,1,50,1,5,3,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,4,0,4,3,,2,1,2,2,2,2,2,,1,,,,,,,1,3,1,,1,2,2,2,1,2,2,2,2,15,,,,25,,,,,5,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,1,1,1,,,,,,,,,,1
4960,2,66,66001,1,02,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,44,,,,,,,1,1
4961,2,66,66001,1,03,1,1,57,1,3,1,1,1,6,4,4,3,3,4,4,4,4,4,1,,,,,,,,,,1,11,,,2,1,2,2,2,,2,,,,1,7,,10,0,2,3,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,2,1,1,2,2,2,2,2,2,,52,45,,,,,,,2,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4962,2,13,13001,1,03,1,1,57,1,3,1,1,1,5,4,4,3,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,30,0,7,3,,2,2,2,2,2,2,,,,,,,,,,2,8,1,,1,1,2,2,2,2,2,2,2,15,15,,,,,,,,2,,2,,,,,,,,,,,2,2,2,2,2,2,2,,1,2,2,1,1,1,,,,,,,,,,1
4963,2,73,73001,1,11,1,1,41,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,20,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,1,4,,1,2,1,1,2,1,2,2,1,20,,20,20,,20,,,20,6,1,2,,,,,,,,,,,2,2,1,2,1,2,1,,1,2,1,1,1,1,,,,,,,,,,1
4964,2,66,66001,1,03,1,1,24,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,7,,2,0,1,5,,2,2,2,2,2,2,,,,,,,,,,1,3,5,,1,2,1,1,2,2,2,2,2,15,,15,15,,,,,,4,,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4965,2,66,66001,1,03,1,1,50,1,3,2,1,1,5,4,3,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,4,0,5,9,,2,2,2,2,2,2,,,,,,,,,,2,8,5,,1,2,1,2,2,1,1,2,2,15,,15,,,15,15,,,7,3,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4966,2,66,66001,1,03,1,1,31,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,10,0,1,9,,2,2,2,2,2,2,,,,,,,,,,2,8,9,,2,2,1,2,2,2,2,2,2,,,19,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
4967,2,66,66001,1,03,1,1,51,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,3,1,,2,2,2,2,2,,,,,,1,10,,40,0,7,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,1,2,2,1,2,2,2,15,,15,,,15,,,,6,2,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4968,2,13,13001,1,03,1,1,59,1,3,2,1,1,5,4,2,2,2,3,4,3,4,4,1,,,,,,1,,,,,9,,,2,2,2,2,2,,,,,,2,5,,20,0,4,9,,1,2,2,2,2,2,1,1,,,,,,,,1,1,1,,1,2,2,2,2,2,2,2,2,25,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4969,2,44,44001,1,08,2,1,27,1,3,2,1,3,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,10,0,10,9,,2,2,1,2,1,1,6,,1,1,,,,,1,2,8,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4970,2,47,47001,1,02,2,1,51,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,13,0,1,9,,2,1,2,2,2,2,2,,,,,,,,1,1,3,5,,1,2,2,2,2,2,2,2,2,20,,,,,,,,,1,,1,1,,,,,,,,,,2,2,2,2,2,2,1,,1,2,1,2,2,1,,,,,,,,,,1
4971,2,13,13001,1,01,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,75,,1,,,,,,1
4972,2,66,66001,1,09,1,1,68,1,3,2,1,1,6,4,3,4,4,4,4,4,4,4,1,,,,,1,,,,,,10,,,2,2,2,2,1,,,,,2,1,1,,20,11,1,3,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,2,1,2,2,2,2,2,2,40,,25,,,,,,,3,,1,2,,1,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4973,2,66,66001,1,03,2,1,45,1,3,2,1,3,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,20,0,1,3,,2,2,1,2,2,2,3,,1,1,1,1,,1,1,1,2,9,2,1,2,2,2,2,2,2,2,2,18,,,,,,,,,1,,1,1,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4974,2,66,66001,1,03,1,1,62,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,10,0,2,9,,2,2,2,2,2,2,,,,,,,,,,1,2,9,,2,2,1,2,2,2,2,2,2,,,25,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4975,2,13,13001,1,03,1,1,26,1,3,2,1,1,5,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,2,7,,2,0,2,8,,2,1,1,2,1,2,5,,1,,,,,,,1,3,5,,1,1,1,2,2,2,2,2,2,22,15,15,,,,,,,3,,1,2,,,,1,,,,,,2,2,2,2,2,2,2,,1,2,2,1,1,1,,,,,,,,,,1
4976,2,66,66001,1,03,1,1,55,1,3,2,1,1,6,4,4,2,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,30,0,11,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,1,2,2,2,2,2,2,,,30,,,,,,,3,,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
4977,2,66,66001,1,03,1,1,35,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,10,0,5,3,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,2,2,1,2,2,2,2,2,2,,,20,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4978,2,66,66001,1,09,1,1,65,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,20,11,7,9,,2,2,2,2,2,2,,,,,,,,,,1,1,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,1,2,,,,,,,1,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4979,2,13,13001,1,01,1,1,61,1,3,1,1,1,5,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,1,,,,,1,5,,8,0,4,3,,2,1,2,2,2,2,2,,1,,,,,,,1,2,1,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,2,,,,,,,,,,1
4980,2,66,66001,1,03,1,1,64,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,3,1,,2,2,2,2,2,,,,,,1,5,,3,0,4,6,,2,2,2,2,2,2,,,,,,,,,,1,1,9,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4981,2,73,73001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,1,,,,,,,1
4982,2,66,66001,1,03,1,1,68,1,3,2,1,1,6,4,4,2,2,4,4,4,4,4,2,,,,,,,,,,,,,,2,1,2,2,2,,2,,,,1,1,,30,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,2,2,1,2,2,2,2,2,2,,,20,,,,,,,3,,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
4983,2,47,47001,1,02,1,1,36,1,3,1,1,1,6,4,3,4,3,3,3,3,3,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,12,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,1,1,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4984,2,73,73001,1,06,1,1,43,2,3,2,1,1,6,4,4,4,4,4,4,4,4,4,1,,1,,,,,,,,,11,,,2,2,2,2,2,,,,,,1,1,,1,7,1,3,,2,2,2,2,2,2,,,,,,,,,,1,3,4,,1,2,1,2,2,1,2,2,2,38,,38,,,38,,,,6,4,2,,,,,,,,,,,2,2,1,2,2,2,2,,1,1,1,2,1,1,,,,,,,,,,1
4986,2,47,47001,1,02,2,1,51,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,13,0,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,1,1,,,,,,,,,,2,2,2,2,2,2,2,1,1,1,1,1,1,1,,,,,,,,,,1
4987,2,66,66001,1,09,1,1,50,1,3,2,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,1,,2,11,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,6,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,2,1,,,,,,,,,,1
4988,2,73,73001,1,06,1,1,45,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,17,0,1,1,,2,2,2,2,2,2,,,,,,,,,,1,4,5,,1,2,2,2,1,2,2,2,2,17,,,,27,,,,,1,,2,,,,,,,,,,,2,2,1,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4989,2,73,73001,1,06,1,1,40,2,3,1,1,1,6,4,4,4,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,1,2,2,,,1,,,1,7,,1,0,7,5,,1,2,2,2,1,2,1,,1,1,,,,,,1,5,5,,2,2,1,2,2,1,2,2,2,,,21,,,25,,,,6,2,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,1,2,2,1,,,,,,,,,,1
4990,2,66,66001,1,03,1,1,22,1,3,2,1,2,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,11,,10,0,2,9,,2,2,1,2,2,2,3,,,1,,,,,,1,2,4,,1,2,1,2,1,1,2,1,2,15,,15,,15,15,,15,,6,2,1,1,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4991,2,66,66001,1,03,1,1,46,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,34,0,1,6,,2,2,2,2,2,2,,,,,,,,,,1,1,9,,1,2,1,2,1,1,2,2,2,15,,15,,30,40,,,,3,1,2,,,,,,,,,,,2,2,1,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
4992,2,73,73001,1,06,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,1,,,1,1
4993,2,66,66001,1,03,1,1,50,1,3,2,1,1,6,4,4,3,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,2,5,,8,0,5,9,,2,2,2,2,2,2,,,,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,25,,,,,,,,,1,,1,1,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
4994,2,66,66001,1,03,1,1,73,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,10,0,4,3,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,1,2,2,2,2,2,2,20,,50,,,,,,,3,,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,2,2,2,2,2,5,,,,,,,,,,1
4995,2,66,66001,1,09,1,1,25,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,6,11,1,3,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,1,2,2,1,2,2,2,15,,15,,,17,,,,6,1,1,2,,,,,,,1,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
4996,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,1,,,,,,,1
4997,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,,,,,,,1
4998,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,36,,,,,1,,,1
4999,2,73,73001,1,06,1,1,38,1,5,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,1,2,2,2,2,2,,,,,1,7,,18,0,7,3,,1,2,2,2,2,2,1,,1,,,,,,,1,2,5,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
5001,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,45,,,,,1,,,1
5002,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,1,,,,,,,1
5003,2,73,73001,1,06,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,60,,,,,1,,,1
5004,2,73,73001,1,06,1,1,43,1,3,1,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,11,,9,0,11,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,1,2,2,2,1,,1,2,2,2,2,1,,,,,,,,,,1
5005,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,25,1,,,,,,,1
5006,2,66,66001,1,04,1,1,56,1,3,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,15,0,4,3,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,2,2,1,2,2,2,2,2,2,,,15,,,,,,,3,,2,,,,,,,,,,,2,1,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
5007,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,57,,,,,1,,,1
5008,2,73,73001,1,06,1,1,23,1,6,1,1,1,6,4,4,4,4,4,4,4,4,4,1,,,,,,,,,,1,11,,,2,2,2,2,2,,,,,,1,6,,3,0,5,1,,2,2,2,2,1,2,5,,1,,,,,,,1,2,5,,1,2,2,2,2,2,2,2,2,15,,,,,,,,,1,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
5009,2,66,66001,1,09,1,1,25,1,3,1,1,1,6,4,4,4,3,4,4,4,4,4,1,,,,,,,,1,,,11,,,2,2,2,2,2,,,,,,1,1,,4,11,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,4,,1,2,1,2,2,2,2,2,2,18,,19,,,,,,,3,,1,2,,,,,,,1,,,1,1,2,2,2,2,2,,1,1,1,1,1,1,,,,,,,,,,1
5010,2,73,73001,1,06,1,1,65,1,5,2,1,2,6,2,2,2,4,4,2,2,4,2,1,,,,,,,,,,,3,1,,2,2,2,2,2,,,,,,1,2,,50,0,2,9,,2,2,2,2,2,2,,,,,,,,,,2,8,4,,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,2,,,,,,,,,,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
5011,2,66,66001,1,09,1,1,47,1,3,2,1,1,6,4,4,4,3,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,25,11,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,1,,1,2,1,2,2,2,2,2,2,20,,20,,,,,,,3,,1,1,,,,,,,,,,2,2,1,1,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
5012,2,66,66001,1,09,1,1,33,1,3,3,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,1,,2,11,1,9,,2,2,2,2,2,2,,,,,,,,,,1,2,9,,1,2,1,2,1,1,2,2,2,17,,17,,17,31,,,,1,2,1,2,,,,,,,,1,,2,2,2,2,2,2,2,,2,2,2,2,2,1,,,,,,,,,,1
5013,2,66,66001,1,09,1,1,53,1,5,2,1,1,6,4,4,4,4,4,4,4,4,4,2,,,,,,,,,,,,,,2,2,2,2,2,,,,,,1,7,,32,11,4,9,,2,2,2,2,2,2,,,,,,,,,,1,1,1,,1,1,1,2,2,2,2,2,2,20,48,25,,,,,,,3,,2,,,,,,,,,,,2,2,2,2,2,2,1,,2,2,2,2,2,1,,,,,,,,,,1
5014,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,47,1,,,,,,,1
5015,2,66,66001,1,03,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,31,1,,,,,,,1
